p1,p2,p3,p4,p5,p6,p7,c1,c2,c3,c4,c5
252,145,5ivVXSE297,0,149,59,JIi5Pd1cFS,False,False,False,True,False
180,165,07a5qKi8YL,0,127,37,PAgMwLa0Xl,False,False,False,True,False
227,250,yCbosDPrTG,1,17,205,ebULGQXdIP,False,False,True,True,False
100,247,BWOfrJcA43,0,169,160,4xZe3Tf9uN,False,False,False,True,False
99,37,Wn2SRq7LI9,0,242,200,QJ1IXfzq4S,False,True,False,True,False
149,166,xprJVeNOd7,0,51,178,AKJGVPxqUz,False,False,False,True,False
212,2,ENAP1savXq,0,224,213,WP2GYm9flM,False,True,False,False,False
24,188,lgheFpN1ms,1,44,212,rlBM8xUy0n,False,False,True,True,False
273,278,bpdViEnT5w,0,42,231,G5voDIU16b,True,False,False,True,False
290,58,yJGjo4vEL2,1,62,31,bPJCTGOfnx,False,False,True,True,False
209,161,G5n2Qe8ocA,0,285,22,zed6haUVu5,False,True,False,True,False
222,248,wmq47s61XT,1,18,175,XKNHUi3PZ0,False,False,True,True,False
257,146,R95fphlJqB,1,130,201,hJmtRTDC5d,False,False,True,True,False
236,142,oA1YWzshGn,0,152,94,nQslrDHjSx,False,False,False,True,False
97,44,vwV79h2KF0,1,293,149,nM21mJQ5A3,False,True,True,True,False
216,96,Mp3FX5jgfJ,1,288,282,Kzy1el5m7J,False,True,True,True,False
212,173,goSvK4MTyk,0,289,193,27tlBURG1V,False,True,False,True,False
52,151,pZC6Sdwtg2,0,214,25,wHhuZT37bN,False,True,False,True,False
153,65,8zweQWTBUK,1,172,263,A1xtwPoM5S,False,False,True,True,False
271,53,nB5kpQwHGf,1,94,180,SYtOaJMlFx,False,False,True,True,False
208,279,ZXHmi4eQdG,1,292,276,miEHMk7Bj4,False,True,True,True,False
114,35,4Wnu9JtDeH,1,156,188,4vXR9JY8Zb,False,False,True,True,False
159,232,GbQaMm5iOT,0,283,286,2EaKM3gOe7,False,True,False,True,False
114,172,SEezb9LyB5,0,157,43,YCSJ6jfxsa,False,False,False,True,False
144,89,Vd6O90Ix3X,0,24,42,q76dHCEFKl,False,False,False,True,False
39,129,r6TWv5GkQ9,0,297,144,iOpGnk5bty,False,True,False,True,False
264,151,HRgqEvtQUI,1,7,135,61Vn7wMpEk,False,False,True,True,False
93,30,yKmbk2TlfZ,1,230,166,BuyaX9qjzF,False,True,True,True,False
47,5,RuEwYU4GPn,1,161,23,K6LGj0bISX,False,False,True,False,False
18,186,3aACUj7Nil,1,20,256,32iseStumC,False,False,True,True,False
257,1,91ZkS2RsFY,0,234,70,DIkraXxOse,False,True,False,False,False
236,202,qlLwc0AoFd,1,141,55,1pKzV43aif,False,False,True,True,False
227,203,NxJuKoICPc,0,6,202,S5nuNpa7wx,False,False,False,True,False
209,34,pKCFJq1UAM,0,68,169,5RkEJ6v01b,False,False,False,True,False
281,254,XVxDy2sJTo,0,224,237,F4o8clpf3q,True,True,False,True,False
18,36,3WrZ5MaciS,0,91,192,sa9fGYR6dv,False,False,False,True,False
236,1,REvpZiouCU,0,66,131,cHrPmT8xwa,False,False,False,False,False
253,82,KBFt6jYqHJ,0,24,193,084FyniIpU,False,False,False,True,False
285,11,8A3RNcm7FX,1,263,285,vqZ9ecYNo2,True,True,True,True,False
283,8,cXUnTrap6H,1,198,81,1ospuaq0FC,False,False,True,False,False
186,199,WUIEF1R6cG,1,226,61,Q5rsLOM8jW,False,True,True,True,False
242,47,n5FhHJrky6,1,254,47,ZgOT7Mzs4h,False,True,True,True,False
40,70,Wn52C1jmlS,1,9,224,hW6OtiT1HM,False,False,True,True,False
61,118,5UvFqVDZRa,0,121,202,KVyUdjSDGp,False,False,False,True,False
236,266,Nk5OchV7Pr,1,298,122,GswAdN35gR,False,True,True,True,False
139,146,Hr6ic183s5,0,251,258,mcXbGxpvhZ,False,True,False,True,False
283,117,udGnqVBZsQ,1,123,197,7fqngVQI4X,False,False,True,True,False
268,217,O6Eu9a7rRn,0,229,213,vXKoP2sZq7,False,True,False,True,False
20,33,KFac97wSQR,0,39,21,lCT0hENiow,False,False,False,True,False
183,94,oXtPHUWL0J,0,58,26,6LypYvfEkR,False,False,False,True,False
180,194,dSRUY3jB4m,1,130,205,Dxedj3yGOB,False,False,True,True,False
148,66,A2kP4Efvoq,1,271,181,SVP1TCAnpd,False,True,True,True,False
268,38,dvInW0C7F1,1,269,249,TwpmAayfDR,True,True,True,True,False
58,81,37wu1noh54,1,171,19,FmkyZOnAo4,False,False,True,True,False
111,48,SKP9Gop7gR,0,121,113,ycp3qIAKoN,False,False,False,True,False
266,292,NAB5UqCGOh,1,10,70,dhbCxSeUm5,False,False,True,True,False
260,211,sNxrVTmnMI,0,203,231,S6KNT4WFB9,False,True,False,True,False
236,0,KkeuS9BnVQ,1,181,76,TrtQY8v1DC,False,False,True,False,False
230,109,nmXUjpB4wk,1,206,178,LtFY13iAeG,False,True,True,True,False
177,114,p06jDNJCsH,0,235,11,hYu59rnVzT,False,True,False,True,False
111,150,6TkB7sGjcL,1,125,42,9418oITKhs,False,False,True,True,False
97,204,yrjq5SmnGu,1,127,103,jbEu5vKoSG,False,False,True,True,False
242,155,iOkYptlBZJ,1,5,10,jirbmPACZo,False,False,True,True,False
171,31,USHwOzfZFv,0,50,104,ZGUqrdM6FI,False,False,False,True,False
221,15,f0HBpNDrhi,1,140,275,K9L4Agoyjc,False,False,True,True,False
148,206,6oZW0tD23X,0,154,271,kwnWOqoeKQ,False,False,False,True,False
269,290,uFHRJzq49o,0,133,54,0W5rluyS3E,False,False,False,True,False
15,190,j5AsxOzcLN,0,150,289,XOmtKLB6GR,False,False,False,True,False
279,196,y9FSdMTDb3,0,118,145,bZzVYgoHOq,False,False,False,True,False
292,41,K1OkVMZLde,0,187,88,NAzKg1SLs4,False,False,False,True,False
198,57,03PbuX2cqL,0,24,37,PIWyzcu2GT,False,False,False,True,False
165,150,CG1EcqQ9aF,1,50,46,pK468HCr9m,False,False,True,True,False
29,121,ULnOG5PobE,0,171,29,x3N9omMYLl,False,False,False,True,False
20,48,iXcjN1t4pg,0,166,165,h5qMWnp6Eg,False,False,False,True,False
141,251,Bc2Rb93UOE,1,206,262,TPyBIAMUdw,False,True,True,True,False
170,293,XrHbUINGBi,1,66,104,0S73AmNxJ1,False,False,True,True,False
118,290,O1qtpf7sMk,0,143,199,D1RMXuYaoc,False,False,False,True,False
197,256,iG3bcPe0Ml,1,225,89,7xCRH9Fodr,False,True,True,True,False
122,192,pco68YIJLq,0,68,234,xf2wIRhWNV,False,False,False,True,False
30,203,YjluomC6LH,0,82,170,EyJFdXB60V,False,False,False,True,False
145,139,YvDNnE26WG,0,102,32,fI9Vyn3rQu,False,False,False,True,False
180,267,Fyn05R9L6M,1,122,186,0TdJy4gRX6,False,False,True,True,False
287,9,OyvmTj6C8b,0,139,168,hByivQbAf5,False,False,False,False,False
186,253,YfWoA1cB0t,1,82,131,fxdqeTj76A,False,False,True,True,False
158,2,jvRmChrw8z,1,228,133,tcE8zrQ6bA,False,True,True,False,False
127,135,7Ka56mPyVJ,0,53,293,Jjs4TORYfo,False,False,False,True,False
120,153,32JrVp7NiH,0,67,68,Pm9Vj5xaKc,False,False,False,True,False
186,170,Ldi5wA0Goa,0,161,257,iZPMxFaj92,False,False,False,True,False
113,215,suzGoq541Y,1,186,186,2YoEN8RKhZ,False,False,True,True,False
280,99,jOwgcp5FDN,0,173,112,KQFBJwM6W2,False,False,False,True,False
61,142,IEZB21cz3k,1,126,289,QKXCJHPRlI,False,False,True,True,False
93,189,x0rGMy1IZ3,1,118,244,V3dNWkBe5l,False,False,True,True,False
149,5,tLYDiP274U,1,166,141,fNKJBRH4Y1,False,False,True,False,False
33,233,p7eFMWAs1f,0,51,297,jTSwlP3AkO,False,False,False,True,False
35,63,tCWqs3SR0y,1,265,283,kNLVqFf68w,False,True,True,True,False
228,120,Il16Mz4cQd,0,288,167,WupZq0Ek3R,False,True,False,True,False
129,240,UdErVnpie8,1,90,150,AQTFXYHLo3,False,False,True,True,False
36,186,K5W8Sw6n93,0,90,244,DHbJtMAml0,False,False,False,True,False
96,178,4uUlAwxo8X,1,276,129,Q5fDYt7EV6,False,True,True,True,False
165,58,zbRS7NPnhy,1,258,116,6EraCZUNFv,False,True,True,True,False
24,119,ozd3laPVSW,0,246,79,FOhvPoiYSj,False,True,False,True,False
126,255,5dIyO9RP2z,0,293,59,ypfK1zeokR,False,True,False,True,False
185,5,MrSqa2gtxo,0,115,295,xcAJWI21hf,False,False,False,False,False
46,278,jC70tZhcNH,0,159,247,0XRkUgFcJ4,False,False,False,True,False
77,154,XBzLJQpbEC,0,20,272,LlHTZM9WFq,False,False,False,True,False
109,29,DiIxqVaZTA,0,260,68,dC1DgBEHYI,False,True,False,True,False
45,229,mJnfIvSjZh,1,240,72,9DUJdp71Nj,False,True,True,True,False
238,144,YhGSC6fZAD,1,95,243,gpi75oL4DY,False,False,True,True,False
56,281,dI0tGuxpcH,1,248,50,IuX1LjM2Q9,False,True,True,True,False
168,119,KkpQu1wiZH,0,69,150,Tcf2at4mhH,False,False,False,True,False
164,55,WKSJ0j6aBb,1,187,32,AmgqEDO3Ql,False,False,True,True,False
80,299,zZp64NgcP1,1,110,1,XCJ41Wloay,False,False,True,True,False
3,156,iVl3Ufkp7r,1,230,232,d8vMhtF0Ci,False,True,True,True,False
104,264,WVKmMAsyXw,1,72,97,QnS75VD8is,False,False,True,True,False
288,269,x8naYDhURw,1,204,18,e6RdL7U3qg,False,True,True,True,False
91,57,UofkmAawnC,0,174,287,g4woWUHqLG,False,False,False,True,False
166,123,rZ7OF3ot6W,0,175,135,q8sMPfIQcd,False,False,False,True,False
53,124,3jC4li9IMc,1,199,292,8YTLpiX5Q1,False,False,True,True,False
123,50,5opT7D8Bm0,0,65,75,WrgzqJ7fHB,False,False,False,True,False
296,34,LR7pZbaHvX,1,101,147,I0upX87BrV,False,False,True,True,False
271,293,pnUyGDr9WM,0,170,203,EZ1s9LbM4u,False,False,False,True,False
6,107,qO1Q2BHz9R,1,244,199,uMng4IK63b,False,True,True,True,False
79,118,fJ3VqxEjMB,1,93,61,95oKdhcnY7,False,False,True,True,False
75,233,IGNQBki4u1,1,133,79,xmaSjcH40J,False,False,True,True,False
71,14,5RsGDiYbSq,0,131,131,M5gqek9CYn,False,False,False,True,False
163,72,6Ukf8wJ24F,0,223,236,ydhLNE6Q0c,False,True,False,True,False
288,285,UmPyK2evtr,1,172,235,qupEdM1YP5,True,False,True,True,False
178,170,8t9LjfzKlN,0,120,211,yFh64fbAOT,False,False,False,True,False
8,121,7WGeRnjtlu,0,85,54,bW6oN0lFpn,False,False,False,True,False
54,224,e4h8kHPpsY,0,265,284,UKoAVC7b3Y,False,True,False,True,False
70,272,w1HfxuzZes,1,31,99,fUWpc2X8ye,False,False,True,True,False
150,126,2RgD5WY6s0,1,161,202,GeVKJYd9R8,False,False,True,True,False
231,150,Dv87enlwU2,1,107,129,Fv6DutlJio,False,False,True,True,False
108,87,iHQWFto0dm,1,12,139,oE6VfkCuZA,False,False,True,True,False
15,42,glCQciUEVd,0,129,32,gaA1QtjBXS,False,False,False,True,False
106,130,3svISBk8fK,1,195,64,bNU5TS9LYr,False,False,True,True,False
116,89,E5TboKq1QW,0,279,123,9Alsc0Fdmo,False,True,False,True,False
135,9,1ZnHa9qyBo,0,213,174,KeghuHi6XY,False,True,False,False,False
265,60,yjhAQEwXfN,1,284,44,nGuWMSCp2w,False,True,True,True,False
203,250,c2xBCObyVh,0,109,189,iRCZ20dUFT,False,False,False,True,False
114,165,caSoh5UXBQ,0,123,230,e7AxXzuaJj,False,False,False,True,False
7,134,V3QeKBZuFs,0,136,75,qg5mG2WIlf,False,False,False,True,False
110,133,3mfPUCz527,0,0,80,0irqZ4GOJQ,False,False,False,True,False
162,104,9LXYmOGj0v,0,35,294,rJYCNhiPQ5,False,False,False,True,False
33,103,gW2QKayFMr,0,112,65,pOaEVunRXB,False,False,False,True,False
29,63,trTkxmC8Ne,0,169,289,uJ0djeslH2,False,False,False,True,False
49,17,x6u8yfQ9vS,1,65,45,4nxOQbz6Vi,False,False,True,True,False
198,126,TNzsuIx7jQ,1,169,3,WyZFnNd0Hx,False,False,True,True,False
207,43,co2MVFmsBy,0,159,192,PmIQZr7b0C,False,False,False,True,False
40,123,LHhJFZ6jdv,1,105,206,DG6svHoUz9,False,False,True,True,False
137,144,S2MzHEKmgI,0,254,227,5KA8ld29Zi,False,True,False,True,False
80,73,m4UaW7N3Zg,1,47,193,mcuebAtg9N,False,False,True,True,False
213,98,mO2r0NoBJA,1,283,140,GNc2anHwxZ,False,True,True,True,False
116,261,izUhcxR6Xd,0,81,123,7rVyiw6MZ9,False,False,False,True,False
68,136,TAar8MJlec,1,3,240,oLmp0VASNg,False,False,True,True,False
140,202,i6RPKCMcNI,1,187,251,cQgFL6ZH5E,False,False,True,True,False
234,156,wsd3LWGACT,1,227,189,dRPNf9I3U6,False,True,True,True,False
60,25,9yrtLHlECJ,1,181,257,YvwtJj4gyn,False,False,True,True,False
105,123,tXysaCBuLP,0,249,265,lHPvfBs73D,False,True,False,True,False
97,72,1WyAae3qKx,0,279,84,oLrUQEAJ7M,False,True,False,True,False
235,101,NbopfLJq3B,1,268,102,NzJXh8L935,False,True,True,True,False
81,165,2dgrw6uJeG,1,278,39,6tXd7eOjqz,False,True,True,True,False
171,176,DeCjk5d1ZJ,1,59,186,pbJTmNFIkK,False,False,True,True,False
263,39,q8OEKdVoiT,1,23,51,okZyq7zpKt,False,False,True,True,False
86,13,AKlGpd85F0,0,125,150,csQHFXYzBC,False,False,False,True,False
42,298,aVdhPxOBQk,1,166,168,AuVjzxtaeW,False,False,True,True,False
21,79,8FGhuYHrv3,1,32,200,ASULePpx7g,False,False,True,True,False
1,8,Rs4VLHwyZp,1,91,258,WlrupdmNTH,False,False,True,False,False
154,200,IcQg8htRxB,0,213,134,nz6dvKhy29,False,True,False,True,False
1,231,z8oRt4LDsr,0,0,33,QpqCVhXWdc,False,False,False,True,False
11,42,pSn5yDZYiU,0,262,192,wKLM9k6Yhq,False,True,False,True,False
217,213,FxB63SqHuN,0,101,193,G2uLAzobJn,False,False,False,True,False
80,106,yqfuXW0mTI,1,63,68,sdlhKF6HQJ,False,False,True,True,False
268,40,iALmMw38hs,0,48,31,ETKGj5ONsy,False,False,False,True,False
208,215,Q0bMPLlm9A,1,226,42,NxCvAnIBEe,False,True,True,True,False
180,94,h5KDkmCnjt,0,56,280,aUcJTbw8QK,False,False,False,True,False
159,59,C3kWs7Gy5c,1,201,257,cE91TjG0pJ,False,True,True,True,False
121,220,CBqx3SOYpz,0,19,112,DlmBV0Ngyc,False,False,False,True,False
149,145,fWCpYdTleK,1,13,293,zUaYQEM3FV,False,False,True,True,False
185,263,hLNPUpqjOR,0,7,132,wpg9SlxWrY,False,False,False,True,False
154,72,h4RtXKOoiA,1,272,191,wLsH4M89QW,False,True,True,True,False
11,226,aMvi2p97fQ,0,268,59,jIsUx1eyV7,False,True,True,True,False
223,200,8CwFnG0I9b,0,21,154,wIJEKYlkao,False,False,False,True,False
127,257,SLKDJxiNQe,1,77,127,ygZj0xqWd3,False,False,True,True,False
62,79,678BuJ3WdG,1,85,140,pu4tJAajiN,False,False,True,True,False
48,220,fvh9XaUscS,1,180,173,uS5GHadrMv,False,False,True,True,False
148,273,Ele5RZHzki,1,61,92,fnGpOjhSBm,False,False,True,True,False
269,19,CjkbPw8Ode,1,139,213,DAmENYuCfl,False,False,True,True,False
131,105,Dno4Ya8ZjL,0,288,16,qY3adQW28y,False,True,False,True,False
259,227,kWovIcsQT1,0,84,101,iDFfApJB17,False,False,False,True,False
247,232,l3x5Nbta2k,0,295,275,BQgG42EcNw,True,True,False,True,False
65,80,Mb4Oc3mfGu,0,270,276,1NbYJq7oaj,False,True,False,True,False
19,155,al8fUZsuiC,0,111,247,35WQzAlbkr,False,False,True,True,False
103,181,hJm3B6vTdK,1,279,213,cgQ2PbnxD1,False,True,True,True,False
7,171,OfQzAomMDt,0,156,199,pRBcdy6Kwa,False,False,False,True,False
203,299,3vX1bFiuqo,0,255,283,GQLs52mxvN,False,True,False,True,False
88,42,XpsfD4unmU,0,144,148,wqEbd6cQRJ,False,False,False,True,False
284,44,pUfN9nEMWJ,1,232,139,Lde48HxksJ,False,True,True,True,False
251,201,qhH1Lmr3Yp,0,206,1,vG0TJe3LYw,False,True,False,True,False
69,241,g3tyEF4KBr,0,187,4,hQFGVT9AYI,False,False,False,True,False
16,35,K1jdiB4s6Z,0,136,73,jr283gYoIt,False,False,False,True,False
180,89,k7oTpzsfxi,1,218,46,PapYJc1zi5,False,True,True,True,False
206,171,RCWzZJY6l2,0,242,257,nB79aAfLH3,False,True,False,True,False
168,110,iU49RgBEX7,0,263,197,yhxCKa6brF,False,True,False,True,False
210,176,sBGctlPZfW,1,98,216,K0SlTykAsw,False,False,True,True,False
59,69,C6OySnPTev,0,138,224,SVuajpKWvb,False,False,False,True,False
203,294,lwSgMY0P5F,1,90,145,BvMZnNfLkr,False,False,True,True,False
54,177,lonSre1CDp,0,115,140,h1olcSLj2k,False,False,False,True,False
104,194,TRDxWNZbcL,0,36,78,hTjbLHW4aR,False,False,False,True,False
123,0,LochQWVRO3,0,133,143,G8Ey7vCtjh,False,False,False,False,False
286,226,aVsqPJHoBt,0,94,245,B29ewiGksl,True,False,True,True,False
97,269,IQEl5RLVpB,0,77,18,HVa7CXcWgi,False,False,False,True,False
173,134,gVlxGezKqy,0,93,298,JHkw8Fl5C1,False,False,False,True,False
76,237,xgLzSZwJvl,0,239,275,3BZroM4GXT,False,True,False,True,False
230,191,tUdh8f2WpB,0,279,218,K9aRf3sYyj,False,True,False,True,False
176,140,hWTPqFp2GD,1,92,250,IYFLNUuyob,False,False,True,True,False
105,129,lMd0qZ3XW4,1,273,200,FkVh72es8i,False,True,True,True,False
86,5,ULxib3fGIg,0,235,114,KxX6hHik8r,False,True,False,False,False
261,39,DXwRkVvW6Q,1,151,58,hH1fGvYKum,False,False,True,True,False
204,254,lsZk9vUJMa,0,155,262,kj6XwshL9o,False,False,False,True,False
216,69,lmBMdSYH2V,1,98,258,W3junYLUxG,False,False,True,True,False
36,146,zwIlm0bKBg,0,40,198,q1JeWMURXf,False,False,False,True,False
52,226,bL0aSxWC7Y,1,124,164,91tsH2DaS8,False,False,True,True,False
248,137,tqFxB0XM4p,1,180,154,5I1MLDjnKz,False,False,True,True,False
178,256,ZUCj957Apu,0,168,230,I7F0avCrtn,False,False,False,True,False
260,213,hxM3lYTqfc,1,204,64,vS3ykMb0rm,False,True,True,True,False
4,35,trz70ouaAl,1,232,65,z3Ao1wclR0,False,True,True,True,False
191,227,NXCt1iKkWx,1,153,102,Xs6iWIGTxU,False,False,True,True,False
208,279,1ZO462vS9l,1,63,184,oJFclpvt2k,False,False,True,True,False
204,207,xUXjkQHGcm,0,275,229,jkfIAxzunB,False,True,False,True,False
133,164,iLduvFWDKs,0,4,206,gawEsI0FlZ,False,False,False,True,False
287,9,2MvVmADc68,0,258,21,lmJ0c8oA9k,False,True,False,False,False
71,188,SDGhy0PifQ,0,128,102,BxrE1PaLbu,False,False,False,True,False
195,46,gQXacHTYC9,0,145,185,q6r5yStuw4,False,False,False,True,False
236,237,v2m8Lpx1jN,0,78,17,tlCM2Y0VUL,False,False,False,True,False
226,113,eFtIByqNwW,0,288,108,c9PiBpFSbw,False,True,False,True,False
1,7,ctRo9wqKeA,1,12,241,54evHdlOox,False,False,True,False,False
148,221,VqICmxATk3,1,192,88,2tGkWXQAKw,False,False,True,True,False
275,289,y1rg7YfKjd,0,113,16,iSUlo4D1pf,False,False,False,True,False
235,82,21LReuaofI,0,134,76,nd7meWXpr6,False,False,False,True,False
10,86,h4FIXiLSYT,0,81,0,wRvlNE6MOd,False,False,False,True,False
249,242,qt1HCe6zTX,0,78,180,C0MJGOf9Nw,False,False,False,True,False
134,62,jKeGMV8FH5,1,200,84,5qQBjlMgKf,False,False,True,True,False
62,125,8BzwqL9bRa,0,257,25,QIC5WF6oP8,False,True,False,True,False
277,204,3ujVM9GlA8,0,155,265,p4PsjzKJi2,True,False,False,True,False
280,162,PN0jGmRAWZ,0,264,51,Q8Y1OTWfBP,False,True,False,True,False
203,60,1Rf2ysCZhc,0,227,48,wThkiQF1Al,False,True,False,True,False
10,266,QOr0UmgSqJ,0,192,99,XnML8E4yca,False,False,False,True,False
26,256,tslVDhUe83,0,44,275,y0tPvH85fo,False,False,False,True,False
7,207,YIbGl2azQU,1,25,268,JuowjB2Pvy,False,False,True,True,False
85,177,tw5PmHWeX0,1,174,121,JpAfw2maPb,False,False,True,True,False
66,213,8seSRDEZfG,1,211,279,nZz4WbOfXM,False,True,True,True,False
4,281,FOnKyi341k,0,120,200,ViangGCrKY,False,False,False,True,False
253,33,1Hr6CBjOR2,0,292,16,W3sKhQGV91,False,True,False,True,False
121,248,rOf6dzlUsR,0,202,252,X36WSgiEFt,False,True,False,True,False
233,227,S70dQDL5j8,0,43,153,8eZlAK6Nmi,False,False,False,True,False
237,211,yYCd26ZtK8,1,107,219,GtpCDBuWxz,False,False,True,True,False
227,1,w5S4KLkbhq,0,32,217,qZehRYaQmk,False,False,False,False,False
53,28,wUqWprb4Qo,0,164,64,7KgLNjOVZh,False,False,False,True,False
280,6,iqC9xGd861,0,204,129,XNjfti3ylI,False,True,False,False,False
33,54,G2FbHu79Xv,1,215,73,Rpzywg9Q6v,False,True,True,True,False
22,292,IP5N1RtpFb,0,221,14,4tZiNjHvAP,False,True,False,True,False
74,166,gM2xlFA3pV,1,8,202,MKcgvdpAeI,False,False,True,True,False
119,131,pMlEr8j4xH,1,235,286,h2CmOouQyc,False,True,True,True,False
46,212,Zah2dty9uG,0,167,229,DPMQ8W1H7E,False,False,False,True,False
184,260,Wd4opumsUS,0,245,70,t1XkS0NFWK,False,True,False,True,False
1,22,C7rLnSMXuY,1,184,33,JG7lWwyf5E,False,False,True,True,False
279,247,FCdjzftSZN,0,194,61,5gZbnRCi7Q,False,False,False,True,False
61,268,uQ80RMsBwZ,0,211,274,zqDyXOdwbp,False,True,False,True,False
273,6,GLCUxaMO1w,1,276,171,6HdjhM4YC9,False,True,True,False,False
20,209,nWeLIh564A,0,232,34,bwFWY3ScP2,False,True,False,True,False
190,189,4c2FTHsIdu,1,94,253,8PIOvnG4Qi,False,False,True,True,False
111,242,XWpCV1KnS2,1,280,189,8O6KjUaiSX,False,True,True,True,False
150,30,HyBSJ18ciQ,0,99,13,KSLCdAVu2m,False,False,False,True,False
140,150,MoPKQb3iJt,0,180,275,TEgi2S1xUn,False,False,False,True,False
68,143,ka5EzrsBLR,0,174,245,3xp8HsNITJ,False,False,False,True,False
285,78,4iesOQ309u,1,52,105,oaTDrZPCJW,False,False,True,True,False
3,292,P5qgRlpsDa,1,159,295,TIjtciNyfp,False,False,True,True,False
155,122,pycjzTOsaR,0,134,272,teMjkVPBbc,False,False,False,True,False
79,268,il9enCs3X4,1,173,245,WqJ9AHfB2x,False,False,True,True,False
70,123,234aHSgLFZ,0,240,3,GLTcnKPChl,False,True,False,True,False
102,110,F2vgx8HIW4,0,228,231,GR4mutN6kI,False,True,False,True,False
100,91,BYMUxEJzAi,1,63,99,uSlbjZ03k1,False,False,True,True,False
2,76,zYOI9CuLy1,0,228,230,M0xIyjYkdH,False,True,False,True,False
229,120,pT5roebGES,1,297,1,cdxitFehgD,False,True,True,True,False
54,98,DtcRHFEejB,0,148,30,LBh6G1NMba,False,False,False,True,False
147,190,pBNfKj9wai,0,11,278,1RHzFvmBVY,False,False,False,True,False
227,126,i40KsuqHcQ,1,213,204,7p1ADMSndH,False,True,True,True,False
184,114,cEQIBhjLDW,0,245,2,xJeZKQ9qEP,False,True,False,True,False
262,143,zhRDGsIBqo,0,12,100,rwQ6zd9KiT,False,False,False,True,False
192,75,9dV2zDCS7Y,0,241,63,AKF8QmXz2h,False,True,False,True,False
18,78,dNR9KivLZV,1,220,0,wHcr4Z20bl,False,True,True,True,False
262,58,Bg7RCYkZri,0,220,52,95xGqLSK3M,False,True,False,True,False
195,194,wM4cuFO6sY,1,166,139,mePMuXFkOq,False,False,True,True,False
170,291,Xqb3kng9UC,1,132,109,g0DNF15lLT,False,False,True,True,False
113,199,N4aozZS7H1,1,81,274,EYrvK9HUNw,False,False,True,True,False
176,11,28lwAEFG36,0,102,154,sDoRM9mK6B,False,False,False,True,False
121,174,TYUbMIn1m8,0,155,217,EGSlo62LD3,False,False,False,True,False
275,180,kFZeHOy51z,1,71,255,KeAlXToR6y,True,False,True,True,False
224,130,qcDpOAPhsi,1,23,23,OzKdEt9k2p,False,False,True,True,False
198,224,7TUG3SyuLC,1,253,104,X4AlBJFvW5,False,True,True,True,False
4,34,hVewQl2ZuM,0,127,194,h9c6d40bxN,False,False,False,True,False
149,190,KZS2JVws0M,0,75,248,LQn1FcIwi5,False,False,False,True,False
139,25,JcE9C6wyH1,1,53,199,5mzPxblW6k,False,False,True,True,False
283,35,51NDGItqfM,1,20,60,KEPoetSaxF,False,False,True,True,False
281,164,SprVtdq83K,0,92,66,aifOHNr21z,False,False,False,True,False
210,2,SiqaO4AUWQ,1,112,37,73VS8YAFD0,False,False,True,False,False
257,181,6mbIYXq91o,1,102,262,Tnf7KVdA5E,True,False,True,True,False
170,150,EDufUkLPId,1,165,220,o4mFaTeOQA,False,False,True,True,False
292,115,fI2Uz5eyKm,1,159,170,lFOyvQUjGA,False,False,True,True,False
145,200,9a01sBTuN3,0,109,201,kjiyQMnWFh,False,False,False,True,False
9,99,YXwPpc0Kif,1,12,15,F2m8d6GOiK,False,False,True,True,False
120,98,WnFRibs4Vm,1,149,193,Pu5ngxlBvS,False,False,True,True,False
55,5,jPlLtTwCgJ,1,6,83,KJlPUNe7CI,False,False,True,False,False
232,257,kSWxaIDHRG,1,238,291,tY0aZ9eEIy,True,True,True,True,False
206,90,2A3oQVhpzn,1,248,253,EzKmisJMj5,False,True,True,True,False
58,244,12SfXAxRjM,0,98,110,I2QBvbcjYf,False,False,False,True,False
77,193,WcaGJgfLN4,1,176,183,caT0p2KW3l,False,False,True,True,False
203,192,xOtJFjucUy,0,283,252,1MIpdJtQ0f,False,True,False,True,False
8,154,0Vp6JIZFcs,1,46,19,9QEA1dPyFa,False,False,True,True,False
5,17,oM0uZgaVy7,0,267,192,d5iBSNVK6w,False,True,False,True,False
256,52,O8gXIyvH9K,1,94,118,weaNx6F1sL,False,False,True,True,False
294,131,beJrUOSYd5,0,69,256,Xr6zj9YTiN,True,False,False,True,False
21,45,JXQBIapyuD,1,147,289,1AyKsoHLOe,False,False,True,True,False
221,26,JNgVEST2BH,0,219,37,eEoCrfMpkb,False,True,False,True,False
127,140,VLWElBIZ7S,0,35,32,wmNLeZzE7B,False,False,False,True,False
282,242,iz6GQkfpI3,0,197,29,2myInXo3RN,False,False,False,True,False
116,183,uwgr1epTXF,0,261,44,cs93vQX4qh,False,True,False,True,False
202,88,tb8T2HqK9c,0,86,137,XGkohbKuRa,False,False,False,True,False
124,83,8EDl7sYxCn,0,49,224,cEADNejCfv,False,False,False,True,False
179,142,YD8MnmboiK,1,195,219,10nLOGuvSU,False,False,True,True,False
259,52,dqfSuQGaCL,0,108,223,xe5DcVQ91n,False,False,False,True,False
139,19,ZdQ0YH71up,1,23,281,r3XCqy6vlh,False,False,True,True,False
224,208,QzUKWG7Vp1,0,291,155,erU6alI8Gg,False,True,False,True,False
227,113,dP3S0YUkzr,0,17,58,07qQBIj8Ww,False,False,False,True,False
168,92,35QI7LgeBc,1,241,249,oZ085R64up,False,True,True,True,False
120,52,JXDu6v2gzK,1,140,297,PRXjGlmATk,False,False,True,True,False
